,Autor(es),Título,GT,Evento,Ano,Link do Arquivo
1408,,Experiências escolares no ensino médio noturno: um estudo comparado com jovens mulheres no Distrito Federal,GT14 - Sociologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_19.
1409,,EXPERIÊNCIAS FORMATIVAS E UMA NOVA POLÍTICA DE CONHECIMENTO,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_19.
1410,,FALAS DE JOVENS ALUNAS SOBRE SER MULHER: NAS PISTAS DE UM DISPOSITIVO DE FEMINILIDADE,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_19.
1411,,Faz-de-conta através das mídias: possibilidades e limites da participação infantil em pesquisas online,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_19.
1412,,Fazer cinema na educação bilíngue de surdos e surdas,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_19.
1413,,"Federação Nacional das Apaes no Brasil, intelectuais e a disputa pela hegemonia nas políticas de educação especial (1963-2015)",GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_19.
1414,,Filosofia com Crianças e Adolescentes da Amazônia Através de Temas Geradores,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_19.
1415,,FILOSOFIA DA EDUCAÇÃO EM SPINOZA: CORPO-MENTE,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_18.
1416,,Filosofia da educação no passo de Gradiva,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_17.
1417,,FINS DE MUNDO E CINEMA: PROLIFERAÇÕES APOCALÍPTICAS COM BRUNO LATOUR,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_17.
1418,,"Fiscalização das contas do FUNDEB pela CGU, TCE/PI e CACS do FUNDEB em três municípios piauienses de 2007 a 2016",GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_17.
1419,,"FORMAÇÃO, AUTORIA E RESISTÊNCIA: A ESCUTA DE PROFESSORAS NO TEMPO-ESPAÇO DA PANDEMIA DA COVID-19",GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_17.
1420,,FORMAÇÃO CONTINUADA DE PROFESSORES E A AVALIAÇÃO DE UMA POLÍTICA PÚBLICA PARA ALFABETIZAÇÃO ESCOLAR,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_17.
1421,,FORMAÇÃO CONTINUADA DO/A PROFESSOR/A ALFABETIZADOR/A: um estado do conhecimento.,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_17.
1422,,FORMAÇÃO CONTINUADA DOCENTE NA EJA A LUZ DO PENSAMENTO COMPLEXO,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_17.
1423,,FORMAÇÃO CONTINUADA NA EDUCAÇÃO ESPECIAL: ENTRE A PRÁTICA E A PRÁXIS,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_17.
1424,,FORMAÇÃO CONTINUADA PARA A GESTÃO DEMOCRÁTICA NO DISTRITO FEDERAL: ANÁLISE DA OFERTA ENTRE 2012 E 2018,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_17.
1425,,FORMAÇÃO CONTÍNUA DE PROFESSORES: REFLEXÕES A PARTIR DE CARTAS PEDAGÓGICAS EM UM ATELIÊ AUTOBIOGRÁFICO,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_17.
1426,,FORMAÇÃO CULTURAL DE CRIANÇAS NA EDUCAÇÃO INFANTIL: DAS CONCEPÇÕES AOS PROCESSOS PEDAGÓGICOS,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_17.
1427,,FORMAÇÃO DE PROFESSORES DAS CLASSES POPULARES: encontros e diálogos entre iguais e diferentes,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36_16.
1428,,FORMAÇÃO DE PROFESSORES DE EDUCAÇÃO FÍSICA PARA A INCLUSÃO: UMA EXPERIÊNCIA DE CIBERPESQUISA-FORMAÇÃO NO INSTAGRAM,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37_16.
1429,,FORMAÇÃO DE PROFESSORES DO ENSINO SUPERIOR: O FUTURE-SE EM ANÁLISE HISTÓRICO-CRÍTICO-SOCIAL,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38_16.
1430,,"FORMAÇÃO DE PROFESSORES, EDUCAÇÃO LIBERTADORA E A LINGUAGEM AUDIOVISUAL: APONTAMENTOS PARA A RESISTÊNCIA NA ARTE-EDUCAÇÃO",GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39_16.
1431,,FORMAÇÃO DE PROFESSORES E PRÁTICA DOCENTE NA EDUCAÇÃO BÁSICA: UM ESTUDO A PARTIR DO CURSO DE PEDAGOGIA DO PARFOR/UFRB,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_40_16.
1432,,FORMAÇÃO DE TRABALHADORES E INTEGRAÇÃO DE SABERES EM PRÁTICAS EDUCATIVAS DE ENSINO MÉDIO NO PARÁ,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_41_16.
1433,,FORMAÇÃO DIDÁTICO-PEDAGÓGICA DE PROFESSORES E A DOCÊNCIA NO ENSINO SUPERIOR,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_42_16.
1434,,Formação docente na pandemia de COVID-19: iniciativas mapeadas nas redes estaduais de ensino brasileiras,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_43_16.
1435,,FORMAÇÃO DO DOCENTE UNIVERSITÁRIO: DIALOGANDO SOBRE PERFIS ESTUDANTIS E AS AÇÕES DOS DOCENTES DIANTE DOS SUJEITOS DA APRENDIZAGEM,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_44_16.
1436,,FORMAÇÃO DOS PROFESSORES INDÍGENAS DA REDE MUNICIPAL DE EDUCAÇÃO DE MARECHAL THAUMATURGO-ACRE,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_45_16.
1437,,FORMAÇÃO EM CONTEXTO NA EDUCAÇÃO INFANTIL: EXPERIÊNCIA PORTUGUESA E BRASILEIRA,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_46_16.
1438,,FORMAÇÃO EM CORPO E POÉTICA DO MOVIMENTO: UMA ABORDAGEM DO SENTIR E PERCEBER DE FORMA REMOTA,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_47_16.
1439,,FORMAÇÃO INICIAL DE PROFESSORES E O TRABALHO DOCENTE COM ALUNO COM DEFICIÊNCIA NO ENSINO REGULAR,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_48_16.
1440,,FORMAÇÃO LEITORA DE PROFESSORAS EM UM CURSO DE FORMAÇÃO DE MEDIADORES DE LEITURA,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_49_16.
1441,,EDUCAÇÃO ESCOLAR QUILOMBOLA: POLÍTICA DA/NA ENCRUZILHADA,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_18.
1442,,"EDUCAÇÃO ESPECIAL, DISCURSO MÉDICO E VIDA ORDINÁRIA NA ESCOLA: conhecimento e mal-estar docente",GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_19.
1443,,"EDUCAÇÃO FILOSÓFICA, ESCRITA E LEITURA: UMA CONVERSAÇÃO ENTRE SÊNECA, FOUCAULT E O NOSSO PRESENTE",GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_18.
1444,,EDUCAÇÃO FINANCEIRA PARA ADULTOS MADUROS E IDOSOS: UMA ANÁLISE DE PROPOSTAS,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_18.
1445,,"Educação, História e Discurso: os Livros Didáticos (PNLD 2020 -2023) das/nas escolas ribeirinhas Cametá - PA","GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_18.
1446,,EDUCAÇÃO INFANTIL EM TEMPOS INÉDITOS: limites e potencialidades na manutenção de vínculos e interações com um grupo de crianças durante a pandemia em um Colégio Universitário,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_18.
1447,,EDUCAÇÃO LIBERTADORA EAS POSSIBILIDADES DE SER MAIS NO CENTRO SOCIOEDUCATIVO DE INTERNAÇÃO FEMININA DE MANAUS,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_18.
1448,,EDUCAÇÃO PARA O DESENVOLVIMENTO SUSTENTÁVEL E EDUCAÇÃO AMBIENTAL: CONTRADIÇÕES E DESENCONTROS,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_18.
1449,,EDUCAÇÃO PARA O DESENVOLVIMENTO SUSTENTÁVEL: UM CONCEITO COMPLEXO ERIGIDO SOB A ÓPTICA DA “CIÊNCIA MAIOR”,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_18.
1450,,EDUCAÇÃO PELO ESPAÇO: PENSAR A ÉTICA E A ONTOLOGIA NA FORMAÇÃO DO EDUCADOR A PARTIR DE FERNAD DELIGNY,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_18.
1451,,EDUCAÇÃO POPULAR E ECONOMIA SOLIDÁRIA PELAS MÃOS DAS MULHERES,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_18.
1452,,Educação Popular e enfrentamento à pandemia de covid-19: desafios na construção de uma práxis libertadora,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_18.
1453,,EDUCAÇÃO: PRÁTICA RADICAL DE LIBERDADE,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_18.
1454,,EDUCAÇÃO PROFISSIONAL EM MÚSICA: REFLEXÕES SOBRE OS CURSOS TÉCNICOS NO CENÁRIO PÓS-PANDEMIA,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_18.
1455,,Educação remota emergencial na formação inicial docente: percepções e sentimentos de licenciandos no contexto da pandemia de Covid-19,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_18.
1456,,EDUCAÇÃO SOCIAL NA REFORMA DA INSTRUÇÃO PÚBLICA DO DISTRITO FEDERAL (1927-1930),GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_18.
1457,,"EDUCAÇÃO, VERDADE E SENSO COMUM EM TEMPOS DE MISÉRIA DO SABER",GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_18.
1458,,Educación popular para el acceso a la universidad: estudio de caso del preuniversitario popular Paulo Freire,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_18.
1459,,EDUCADORES/AS AMBIENTAIS EM PESQUISAS (AUTO)BIOGRÁFICAS DE DOCENTES DE BIOLOGIA E DE GEOGRAFIA: UM OBJETO EM CONSTRUÇÃO,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_18.
1460,,EFEITOS DA EDUCAÇÃO TERCIÁRIA NA POLÍTICA EDUCACIONAL BRASILEIRA,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_23.
1461,,EJA ONLINE: UM ESTUDO SOBRE O ENSINO MÉDIO A DISTÂNCIA NO CENTRO PAULA SOUZA (SP),GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_18.
1462,,ELEIÇÃO PARA DIRETOR ESCOLAR: ANÁLISE DAS PRÁTICAS INSTITUÍDAS EM VITÓRIA DA CONQUISTA-BA,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_18.
1463,,"EM CADA HOMESCHOOLER, UM EMPREENDEDOR: O GOVERNO DO MUNDO DO TRABALHO",GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_18.
1464,,Em nome de dEUs: a luta trans/travesti cotidiana,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_18.
1465,,EMOÇÕES E AFETOS NA PANDEMIA: O COTIDIANO FOTOGRAFADO POR JOVENS ESTUDANTES,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_17.
1466,,"ENCONTRAR, CONECTAR E APRENDER: MOVIMENTOS DE UM CURRÍCULO-MUSEU COM GÊNERO",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_16.
1467,,"ENCONTRO, CINESCRITA E UMA DOCÊNCIA EM DESORDEM: DESAFIOS PANDÊMICOS EM CINEMA E EDUCAÇÃO",GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_16.
1468,,ENCONTRO DOS BEBÊS E CRIANÇAS BEM PEQUENAS COM AS ARTES PLÁSTICAS E VISUAIS,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_16.
1469,,ENQUADRAMENTO NORMATIVO E VIOLÊNCIA ÉTICA EM SALA DE AULA: A PARTIR DE QUAIS MOLDURAS PROFESSORES E ALUNOS SE RECONHECEM MUTUALMENTE?,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_16.
1470,,Enredando Repertórios Visuais: experimentação e escrita na pesquisa em educação,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_16.
1471,,ENSINO DE CIÊNCIAS: UM ESTUDO SOBRE O CURRÍCULO EM UMA ESCOLA RIBEIRINHA DO MIRITI EM PARINTINS - AM,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_16.
1472,,Ensino de línguas estrangeiras no Brasil e a (re)produção de desigualdades: uma breve análise sociohistórica,GT14 - Sociologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_16.
1473,,ENSINO DE MATEMÁTICA EM TEMPOS DE PANDEMIA: UMA INVESTIGAÇÃO SOBRE AS PRÁTICAS PEDAGÓGICAS DE DOCENTES DA REDE ESTADUAL DO RIO DE JANEIRO,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_16.
1474,,ENSINO HÍBRIDO NA EDUCAÇÃO SUPERIOR: PROCESSO E ESTRATÉGIAS DE ADOÇÃO INSTITUCIONAL,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_16.
1475,,ENSINO MÉDIO INTEGRADO À EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA COM OS DIAS CONTADOS? UMA ANÁLISE TEXTUAL DISCURSIVA DA RESOLUÇÃO DO CONSELHO NACIONAL DE EDUCAÇÃO Nº 01/2021,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_16.
1476,,ENSINO NÃO PRESENCIAL NO ESTADO DA BAHIA NO CONTEXTO DA PANDEMIA DA COVID-19,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_16.
1477,,ENSINO RELIGIOSO EM ESCOLAS PÚBLICAS: UMA LEI DE IMPLEMENTAÇÃO SIMBÓLICA?,GT14 - Sociologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36_15.
1478,,ENSINO REMOTO NO INTITUTO FEDERAL DO ESPÍRITO SANTO: IMPLICAÇÕES PARA A FORMAÇÃO HUMANA,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37_15.
1479,,ENTRE A FORMA ESCOLAR E AS REINVENÇÕES DIDÁTICAS POSSÍVEIS: AS LÓGICAS DE AÇÃO NO ENSINO REMOTO,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38_15.
1480,,ENTRE BAMBUS E AFETOS: A CÚPULA GEODÉSICA POTENCIALIZANDO A EDUCAÇÃO ESTÉTICO-AMBIENTAL,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39_15.
1481,,ENTRE IDEOLOGIAS MUSICAIS INSTITUÍDAS E DISCURSOS POLÍTICO-CURRICULARES: FORMAÇÃO DO MÚSICO POPULAR,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_40_15.
1482,,Entre o diálogo e o conflito: Educação Popular em Saúde e movimentos populares enfrentando o negacionismo,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_41_15.
1483,,ENTRE O INEGOCIÁVEL E O INADIÁVEL - OS AFETOS NA EDUCAÇÃO INFANTIL DURANTE A PANDEMIA.,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_42_15.
1484,,Entre o rio e a mata: um mergulho decolonial na etnografia com crianças ribeirinhas,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_43_15.
1485,,ENUNCIAÇÕES SOBRE O ROMPIMENTO DA BARRAGEM DE BRUMADINHO (MG) NA MÍDIA JORNALÍSTICA: POTÊNCIA PARA PENSAR O REFUGO NA MODERNIDADE,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_44_15.
1486,,“ESCAPULINDO DA BASE”: TRADUÇÃO E DIFERENÇA NA CONSTRUÇÃO DO DOCUMENTO CURRICULAR REFERENCIAL DA BAHIA PARA A EDUCAÇÃO ESCOLAR INDÍGENA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_45_15.
1487,,Escola e produção de saberes: narrativas de jovens atingidas pelo rompimento da barragem de Fundão,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_46_15.
1488,,ESCOLA E PROTAGONISMO ESTUDANTIL,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_47_15.
1489,,"Escola inclusiva, educação física e escola especial: entre o universal e o singular",GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_48_15.
1490,,Escola Pública e o Acesso à Universidade de São Paulo: dos programas de inclusão às cotas,GT14 - Sociologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_49_15.
1491,,DEMANDAS PARA A DOCÊNCIA NO MONITORAMENTO DA EDUCAÇÃO,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_17.
1492,,"Desafios, aprendizagens e práticas de professores que ensinam matemática nos anos iniciais no contexto da pandemia",GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_18.
1493,,(DES)CAMINHOS DE UMA PESQUISA EM EDUCAÇÃO ESTÉTICA: DESPRATICANDO AS NORMAS PARA LECIONAR ANDORINHAS,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_17.
1494,,DESCOLONIZANDO A ESCOLA: Pensando novas possibilidades para a educação escolar Indígena,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_17.
1495,,(DES)IGUALDADE RACIALIZADA DE ADOLESCENTES E JOVENS PRETOS/PARDOS NA EDUCAÇÃO BÁSICA DA AMAZÔNIA TOCANTINA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_17.
1496,,(DES) MEDICALIZAÇÃO DA EDUCAÇÃO PELA EDUCAÇÃO: A POTÊNCIA DA AÇÃO PEDAGÓGICA NA CONSTRUÇÃO DO SUJEITO DE APRENDIZAGEM,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_17.
1497,,DESMONTE DAS POLÍTICAS PÚBLICAS EDUCACIONAIS PARA O MEIO RURAL: O CASO DO FECHAMENTO DO EMITEC.,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_17.
1498,,DETALHES EM UM CADERNO ESCOLAR: O SER E O FAZER DOCENTE,GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_17.
1499,,DIÁLOGO ENTRE FORMAÇÃO DE PROFESSORES EM CONTINUUM E AUTONOMIA ESCOLAR: REFLEXÃO A PARTIR DE ESTUDOS SOBRE TRABALHO DOCENTE,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_17.
1500,,DIÁLOGOS ENTRE AS CIÊNCIAS HUMANAS E NATURAIS: REFLEXÃO A PARTIR DE UMA PERSPECTIVA COMPLEXA DA EDUCAÇÃO AMBIENTAL,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_17.
1501,,DIDÁTICA: CONTEÚDO E FORMA EM TEMPOS DE PANDEMIA,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_17.
1502,,DIDÁTICA INSURGENTE ENTRE PARES: DOCUMENTAÇÃO NARRATIVA DE EXPERIÊNCIAS PEDAGÓGICA NA DOCÊNCIA UNIVERSITÁRIA,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_17.
1503,,DIMENSÕES NEOLIBERAIS E SUBJETIVIDADE NO DISCURSO DOS NOVOS CURRÍCULOS PAULISTAS,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_17.
1504,,DISCIPLINAS DE DIDÁTICA EM CURSOS DE PEDAGOGIA NO CAMINHO DA FORMAÇÃO DO PROFISSIONAL PROFESSOR: ESTUDO DE CASOS MÚLTIPLOS,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_17.
1505,,DISCURSOS SOBRE AVALIAÇÃO E ACCOUNTABILITY NAS REVISTAS DOS SISTEMAS DE AVALIAÇÃO ESTADUAIS PRODUZIDAS PELO CAED,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_17.
1506,,DISCUTINDO A REFORMA EMPRESARIAL DA EDUCAÇÃO NA FORMAÇÃO DE PROFESSORES DE MATEMÁTICA,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_17.
1507,,DISPOSITIVO METODOLÓGICO PARA FORMAÇÃO DOCENTE NUM CENÁRIO PANDÊMICO: OS ATELIÊS BIOGRÁFICOS DE PROJETO,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_17.
1508,,DISPOSITIVOS FOTOGRÁFICOS COMO SUPORTES DE ENTREVISTAS NARRATIVAS COM JOVENS,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_17.
1509,,DISPOSITIVOS PEDAGÓGICOS DA CULTURA VISUAL: A POTÊNCIA EDUCATIVA E PERFORMATIVA DAS IMAGENS PARA A FORMAÇÃO DOCENTE,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_17.
1510,,DIVERSIDADE DE GÊNEROS TEXTUAIS NOS LIVROS DIDÁTICOS DE ALFABETIZAÇÃO: O QUE É OFERTADO PARA A PRODUÇÃO ESCRITA?,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_17.
1511,,DOCÊNCIA COMPARTILHADA NA PÓS-GRADUAÇÃO: desafios da Pedagogia Universitária,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_17.
1512,,Do esquerdo-macho ao gay intelectualizado: sentidos das masculinidades no ativismo jovem estudantil,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_17.
1513,,DRAMAS E TRAMAS NA EDUCAÇÃO: TESSITURAS EM TORNO DE UM ECOCURRÍCULO,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_17.
1514,,EDUCAÇÃO AMBIENTAL CRÍTICA E ECOFEMINISMO: UM ESTUDO SOBRE CONVÍVIO FEMININO EM UM MOVIMENTO SOLIDÁRIO,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_17.
1515,,"Educação ambiental de base comunitária na experiência das mulheres da Baía de Guanabara, RJ",GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_16.
1516,,EDUCAÇÃO AMBIENTAL DECOLONIAL EM TERRITORIO DE POVOS ORIGINÁRIOS,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_15.
1517,,EDUCAÇÃO AMBIENTAL E INTERCULTURALIDADE: ELEMENTOS DE INVESTIGAÇÃO PARA A PESQUISA EM EDUCAÇÃO AMBIENTAL,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_15.
1518,,Educação Ambiental na escola: diálogos emergentes acerca da práxis pedagógica na Educação Básica do Brasil e da Colômbia,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_15.
1519,,"EDUCAÇÃO AMBIENTAL, POLÍTICA DE CURRÍCULO E O PROJETO POLÍTICO PEDAGÓGICO: UMA ARTICULAÇÃO FISSURADA",GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_15.
1520,,EDUCAÇÃO ANTIRRACISTA: O USO DO CIBERATIVISMO NEGRO PARA CONSTRUÇÃO DE APRENDIZAGENS NA CULTURA DIGITAL,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_15.
1521,,EDUCAÇÃO BÁSICA E A IDEOLOGIA DO DESENVOLVIMENTO SUSTENTÁVEL NA AMAZÔNIA: 1993-1996,GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_25.
